species_code,alt_full_spp_code,n_locations,scientific_name,american_english_name,taxonomy_version,taxonomic_sort_order,image_url,small_image_url
kalphe,NA,1,Lophura leucomelanos,Kalij Pheasant,2022,1455,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/207785601/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/207785601/320
silphe,NA,1,Lophura nycthemera,Silver Pheasant,2022,1465,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/158879111/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/158879111/320
compea,NA,15,Pavo cristatus,Indian Peafowl,2022,1498,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97326721/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97326721/320
indpea1,compea,7,Pavo cristatus (Domestic type),Indian Peafowl (Domestic type),2022,1499,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/117897291/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/117897291/320
pheasa1,NA,4,Phasianidae sp. (pheasant sp.),pheasant sp.,2022,1537,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311019171/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311019171/320
redjun1,redjun,2,Gallus gallus (Domestic type),Red Junglefowl (Domestic type),2022,1550,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/351646381/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/351646381/320
gryfra,NA,8,Ortygornis pondicerianus,Gray Francolin,2022,1563,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97329761/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97329761/320
relpar1,NA,2,Alectoris rufa,Red-legged Partridge,2022,1676,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/168721251/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/168721251/320
chukar,NA,73,Alectoris chukar,Chukar,2022,1680,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296741481/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296741481/320
ercfra,NA,1,Pternistis erckelii,Erckel's Spurfowl,2022,1731,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97327581/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97327581/320
leagre,NA,4,Tachybaptus dominicus,Least Grebe,2022,1807,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/163990091/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/163990091/320
pibgre,NA,133,Podilymbus podiceps,Pied-billed Grebe,2022,1813,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304522011/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304522011/320
horgre,NA,17,Podiceps auritus,Horned Grebe,2022,1824,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304534481/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304534481/320
rengre,NA,6,Podiceps grisegena,Red-necked Grebe,2022,1827,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65057131/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65057131/320
eargre,NA,4,Podiceps nigricollis,Eared Grebe,2022,1834,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305508041/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305508041/320
y00229,NA,1,Podiceps auritus/nigricollis,Horned/Eared Grebe,2022,1838,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/122627881/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/122627881/320
wesgre,NA,4,Aechmophorus occidentalis,Western Grebe,2022,1846,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305516121/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305516121/320
rocpig,NA,5,Columba livia,Rock Pigeon,2022,1856,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308065631/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308065631/320
rocpig1,rocpig,12230,Columba livia (Feral Pigeon),Rock Pigeon (Feral Pigeon),2022,1871,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/445068851/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/445068851/320
whcpig2,NA,3,Patagioenas leucocephala,White-crowned Pigeon,2022,1958,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308079511/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308079511/320
rebpig1,NA,2,Patagioenas flavirostris,Red-billed Pigeon,2022,1959,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308112391/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308112391/320
batpig1,NA,2354,Patagioenas fasciata,Band-tailed Pigeon,2022,1968,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/164025671/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/164025671/320
batpig2,batpig1,1,Patagioenas fasciata [fasciata Group],Band-tailed Pigeon (Northern),2022,1969,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/245608911/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/245608911/320
y00319,NA,1,Columba livia/Patagioenas fasciata,Rock/Band-tailed Pigeon,2022,1978,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/323759441/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/323759441/320
eutdov,NA,2,Streptopelia turtur,European Turtle-Dove,2022,2017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/45282241/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/45282241/320
ortdov,NA,1,Streptopelia orientalis,Oriental Turtle-Dove,2022,2024,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/141851981/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/141851981/320
eucdov,NA,6915,Streptopelia decaocto,Eurasian Collared-Dove,2022,2033,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308119951/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308119951/320
afcdov1,NA,56,Streptopelia roseogrisea,African Collared-Dove,2022,2037,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/417374241/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/417374241/320
afrcod1,afcdov1,193,Streptopelia roseogrisea (Domestic type),African Collared-Dove (Domestic type or Ringed Turtle-Dove),2022,2040,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/518068111/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/518068111/320
rindov,NA,23,Streptopelia capicola,Ring-necked Dove,2022,2052,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/221189651/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/221189651/320
strept1,NA,3,Streptopelia sp.,Streptopelia sp.,2022,2064,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/91404101/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/91404101/320
spodov,NA,183,Spilopelia chinensis,Spotted Dove,2022,2065,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/85868591/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/85868591/320
zebdov,NA,23,Geopelia striata,Zebra Dove,2022,2229,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97298941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97298941/320
incdov,NA,1965,Columbina inca,Inca Dove,2022,2239,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308126181/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308126181/320
cogdov,NA,3251,Columbina passerina,Common Ground Dove,2022,2240,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/66036551/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/66036551/320
rugdov,NA,4,Columbina talpacoti,Ruddy Ground Dove,2022,2264,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/39423711/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/39423711/320
y00320,NA,1,Columbina sp.,ground dove/Inca Dove,2022,2281,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/102032661/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/102032661/320
gfqdov,NA,1,Geotrygon caniceps,Gray-fronted Quail-Dove,2022,2313,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/98792271/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/98792271/320
wfqdov,NA,1,Geotrygon leucometopia,White-fronted Quail-Dove,2022,2314,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/98792691/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/98792691/320
whtdov,NA,32,Leptotila verreauxi,White-tipped Dove,2022,2318,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308136791/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308136791/320
whwdov,NA,4048,Zenaida asiatica,White-winged Dove,2022,2382,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308431191/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308431191/320
moudov,NA,78999,Zenaida macroura,Mourning Dove,2022,2405,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60386921/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60386921/320
dove1,NA,36,Columbidae sp.,pigeon/dove sp.,2022,2831,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/280152391/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/280152391/320
grbani,NA,2,Crotophaga sulcirostris,Groove-billed Ani,2022,3002,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308435111/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308435111/320
greroa,NA,1132,Geococcyx californianus,Greater Roadrunner,2022,3013,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60388671/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/60388671/320
squcuc1,NA,2,Piaya cayana,Squirrel Cuckoo,2022,3187,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/218227141/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/218227141/320
yebcuc,NA,10,Coccyzus americanus,Yellow-billed Cuckoo,2022,3206,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308454251/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308454251/320
bkbcuc,NA,2,Coccyzus erythropthalmus,Black-billed Cuckoo,2022,3211,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308464851/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308464851/320
oricuc2,NA,1,Cuculus optatus,Oriental Cuckoo,2022,3402,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/158860131/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/158860131/320
lesnig,NA,7,Chordeiles acutipennis,Lesser Nighthawk,2022,3474,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303953401/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303953401/320
comnig,NA,14,Chordeiles minor,Common Nighthawk,2022,3482,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303958241/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303958241/320
nighth1,NA,1,Chordeiles sp.,nighthawk sp.,2022,3496,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/383311431/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/383311431/320
compau,NA,1,Nyctidromus albicollis,Common Pauraque,2022,3527,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303965811/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303965811/320
compoo,NA,7,Phalaenoptilus nuttallii,Common Poorwill,2022,3578,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303970111/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303970111/320
chwwid,NA,23,Antrostomus carolinensis,Chuck-will's-widow,2022,3584,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303974581/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303974581/320
bucnig,NA,1,Antrostomus ridgwayi,Buff-collared Nightjar,2022,3601,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303979931/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303979931/320
easwpw1,NA,14,Antrostomus vociferus,Eastern Whip-poor-will,2022,3604,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303989741/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303989741/320
whcswi,NA,2,Streptoprocne zonaris,White-collared Swift,2022,3793,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/321333311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/321333311/320
chiswi,NA,57,Chaetura pelagica,Chimney Swift,2022,3845,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304087131/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304087131/320
vauswi,NA,4,Chaetura vauxi,Vaux's Swift,2022,3846,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304091041/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304091041/320
whtswi,NA,7,Aeronautes saxatalis,White-throated Swift,2022,4102,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304094121/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304094121/320
ruthum1,NA,2,Chrysolampis mosquitus,Ruby-topaz Hummingbird,2022,4325,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/58279881/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/58279881/320
peacoq1,NA,1,Lophornis pavoninus,Peacock Coquette,2022,4394,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/534613081/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/534613081/320
maghum1,NA,26,Eugenes fulgens,Rivoli's Hummingbird,2022,4663,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/113556991/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/113556991/320
plcsta,NA,1,Heliomaster constantii,Plain-capped Starthroat,2022,4669,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/164147771/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/164147771/320
buthum,NA,7,Lampornis clemenciae,Blue-throated Mountain-gem,2022,4692,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/164148861/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/164148861/320
luchum,NA,8,Calothorax lucifer,Lucifer Hummingbird,2022,4738,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303878421/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303878421/320
rthhum,NA,4301,Archilochus colubris,Ruby-throated Hummingbird,2022,4741,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303881311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303881311/320
bkchum,NA,1988,Archilochus alexandri,Black-chinned Hummingbird,2022,4742,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303887411/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303887411/320
archil1,NA,37,Archilochus colubris/alexandri,Ruby-throated/Black-chinned Hummingbird,2022,4745,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/358697941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/358697941/320
annhum,NA,8211,Calypte anna,Anna's Hummingbird,2022,4752,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303891031/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303891031/320
coshum,NA,727,Calypte costae,Costa's Hummingbird,2022,4755,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/68930221/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/68930221/320
x00618,NA,2,Calypte anna x costae,Anna's x Costa's Hummingbird (hybrid),2022,4758,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/312587571/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/312587571/320
calypt,NA,12,Calypte anna/costae,Anna's/Costa's Hummingbird,2022,4759,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/264916481/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/264916481/320
calhum,NA,169,Selasphorus calliope,Calliope Hummingbird,2022,4760,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65766661/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65766661/320
x00619,NA,2,Calypte anna x Selasphorus calliope,Anna's x Calliope Hummingbird (hybrid),2022,4762,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/298500131/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/298500131/320
rufhum,NA,4046,Selasphorus rufus,Rufous Hummingbird,2022,4763,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/68934031/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/68934031/320
allhum,NA,1339,Selasphorus sasin,Allen's Hummingbird,2022,4767,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304001991/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304001991/320
y00001,NA,44,Selasphorus rufus/sasin,Rufous/Allen's Hummingbird,2022,4772,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/354382391/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/354382391/320
brthum,NA,346,Selasphorus platycercus,Broad-tailed Hummingbird,2022,4773,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303992401/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303992401/320
selasp,NA,52,Selasphorus sp.,Selasphorus sp.,2022,4788,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/84723991/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/84723991/320
brbhum,NA,172,Cynanthus latirostris,Broad-billed Hummingbird,2022,4797,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/351095361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/351095361/320
goceme1,NA,1,Cynanthus auriceps,Golden-crowned Emerald,2022,4809,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/609789368/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/609789368/320
whehum,NA,4,Basilinna leucotis,White-eared Hummingbird,2022,4846,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/164568721/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/164568721/320
mexwoo1,NA,1,Eupherusa ridgwayi,Mexican Woodnymph,2022,4937,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/49030371/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/49030371/320
vichum,NA,19,Leucolia violiceps,Violet-crowned Hummingbird,2022,4969,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/609792121/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/609792121/320
berhum,NA,2,Saucerottia beryllina,Berylline Hummingbird,2022,4981,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/164601111/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/164601111/320
cinhum1,NA,1,Amazilia rutila,Cinnamon Hummingbird,2022,5023,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/609792363/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/609792363/320
bubhum,NA,59,Amazilia yucatanensis,Buff-bellied Hummingbird,2022,5029,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304275281/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304275281/320
rtlhum,NA,1,Amazilia tzacatl,Rufous-tailed Hummingbird,2022,5034,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/609792418/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/609792418/320
